WOType,PONumber,Work_Order_Basic_Start_Date,ACtStartDate,ShortText,WorkCentre,Work_Order_Functional_Location,Functional_Location_Sort_Field,Functional_Location_Description,Work_Order_Type,Work_Order_Total_Actual_Cost
PM01,3059,20/05/2006,20/05/2006,check excess dirt on deck problem,WC1,1234.02.04,EXAMPLE,deck,Y,8700
PM01,3060,20/05/2006,20/05/2006,crack in weld/boss l/h pulldown cylinder,WC1,1234.02.05,EXAMPLE,feed cylinder left,Z,8800
PM01,3061,21/05/2006,20/05/2006,replace hoses on mast,WC1,1234.02.06,EXAMPLE,hydraulic hoses and pipes,X,8900
PM01,3062,20/05/2006,0/1/00,replace pipe position damaged cups,WC1,1234.02.07,EXAMPLE,pipe positioner arm,Y,9000
PM01,3063,20/05/2006,0/1/00,replace pipe position damaged cups,WC1,1234.02.08,EXAMPLE,pipe positioner arm,Z,9100
PM01,3064,20/05/2006,0/1/00,replace pipe position damaged cups,WC1,1234.02.09,EXAMPLE,pipe positioner arm,X,9200
PM01,3065,21/05/2006,0/1/00,shutdown on compressor,WC1,1234.02.10,EXAMPLE,compressor unit,Y,9300
PM01,3066,21/05/2006,0/1/00,gearbox making oil,WC1,1234.02.11,EXAMPLE,oil - rotary gearcase,Z,9400
PM01,3067,21/05/2006,0/1/00,added steel so they can drill deeper,WC1,1234.02.12,EXAMPLE,drill rods,X,9500
PM01,3068,21/05/2006,21/05/2006,weld up leak in feed cylinder,WC1,1234.02.13,EXAMPLE,feed cylinders,Y,9600
PM01,3069,21/05/2006,23/05/2006,weld crack in left feed line,WC1,1234.02.14,EXAMPLE,hydraulic hoses & lines,Z,9700
PM01,3070,21/05/2006,0/1/00,replace 0ring left feed line,WC1,1234.02.15,EXAMPLE,hydraulic hoses & lines,X,9800
PM01,3071,21/05/2006,0/1/00,require heat to undo rod,WC1,1234.02.16,EXAMPLE,drill rods,Y,9900
PM01,3072,22/05/2006,0/1/00,high air presure,WC1,1234.02.17,EXAMPLE,air system controls,Z,10000
PM01,3073,22/05/2006,22/05/2006,replace pipe positioner cyl. accident da,WC1,1234.02.18,EXAMPLE,drill pipe support cylinder,X,10100
PM01,3074,24/07/2006,0/1/00,chrisway ITEM_ID repairs,WC1,1234.02.19,EXAMPLE,electrical,Y,10200
PM01,3075,24/07/2006,0/1/00,manufacturer24 ITEM_ID repairs,WC1,1234.02.20,EXAMPLE,hydraulic hoses & lines,Z,10300
PM01,3076,22/05/2006,0/1/00,poor reception on two-way and commercial,WC1,1234.02.21,EXAMPLE,communications,X,10400
PM01,3077,11/09/2001,11/09/2001,oil leak at water injection pump,WC1,1234.02.22,EXAMPLE,hydraulic pump - water injection,Y,10500
PM01,3078,22/05/2006,0/1/00,replace worn / damaged hoses,WC1,1234.02.23,EXAMPLE,hydraulic hoses & lines,Z,10600
PM01,3079,11/09/2001,12/09/2001,replace breakout dies,WC1,1234.02.24,EXAMPLE,drill tools,X,10700
PM01,3080,22/05/2006,0/1/00,front levelling jack limit switch faulty,WC1,1234.02.25,EXAMPLE,levelling jack cylinder - front,Y,10800
PM01,3081,22/05/2006,22/05/2006,front levelling jack limit switch faulty,WC1,1234.02.26,EXAMPLE,levelling jack cylinder - front,Z,10900
PM01,3082,14/06/2006,0/1/00,front jacks operation too slow.,WC1,1234.02.27,EXAMPLE,levelling jack cylinders,X,11000
PM01,3083,23/05/2006,0/1/00,oil spraying from rotary head,WC1,1234.02.28,EXAMPLE,rotary head motors,Y,11100
PM01,3084,24/05/2006,24/05/2006,emegency shut down not working,WC1,1234.02.29,EXAMPLE,engine,Z,11200
PM01,3085,23/05/2006,0/1/00,replace sub saver,WC1,1234.02.30,EXAMPLE,subs/adaptors,X,11300
PM01,3086,23/05/2006,0/1/00,steel line leaking on mast  fit modified,WC1,1234.02.31,EXAMPLE,hydraulic hoses & lines,Y,11400
PM01,3087,31/05/2006,0/1/00,pin walking out of r/h track,WC1,1234.02.32,EXAMPLE,track - right,Z,11500
PM01,3088,23/08/2006,0/1/00,line bore lower feed cylinder bosses,WC1,1234.02.33,EXAMPLE,mast,X,11600
PM01,3089,2/06/2006,2/06/2006,pipe support needs attention,WC1,1234.02.34,EXAMPLE,pipe positioner arm,Y,11700
PM01,3090,17/09/2001,0/1/00,changeout hydraulic filters,WC2,1234.02.35,EXAMPLE,#NAME?,Z,11800
PM01,3091,7/06/2006,7/06/2006,replace compressor seperator indercator,WC1,1234.02.36,EXAMPLE,electrical cables/controls,X,11900
PM01,3092,25/05/2006,0/1/00,replace broken bolt on holding valve,WC1,1234.02.37,EXAMPLE,pumps/valves/control,Y,12000
PM01,3093,23/05/2006,24/05/2006,drill wont stay running,WC1,1234.02.38,EXAMPLE,engine,Z,12100
PM01,3094,12/09/2001,12/09/2001,air cond cutting in and out,WC1,1234.02.39,EXAMPLE,air conditioning system,X,12200
PM01,3095,24/05/2006,24/05/2006,engine wont run on after start up NA,WC1,1234.02.40,EXAMPLE,starting system,Y,12300
PM01,3096,12/09/2001,0/1/00,top up radiator coolant,WC3,1234.01.01,EXAMPLE,drill truck mechanical  model1 NA,Z,12400
PM01,3097,24/07/2006,0/1/00,scv ITEM_ID repairs,WC1,1234.01.02,EXAMPLE,drill truck mechanical  NA NA,X,12500
PM01,3098,25/05/2006,25/05/2006,thread lube not working,WC1,1234.01.03,EXAMPLE,grease lube system,Y,12600
PM01,3099,25/05/2006,25/05/2006,engine shutting down on emergency stop,WC1,1234.01.04,EXAMPLE,electronic engine control,Z,12700
PM01,3100,25/05/2006,0/1/00,engine shutting down,WC1,1234.01.05,EXAMPLE,starting system,X,12800
PM01,3101,12/09/2001,0/1/00,change air filters,WC1,1234.01.06,EXAMPLE,induction & exhaust system,Y,12900
PM01,3102,25/05/2006,25/05/2006,replace air/cond control switches,WC1,1234.01.07,EXAMPLE,operators control console,Z,13000
PM01,3103,28/06/2006,0/1/00,replace rotary head guides,WC1,1234.01.08,EXAMPLE,rotary guide frame,X,13100
PM01,3104,12/09/2001,12/09/2001,rotary head free falling,WC1,1234.01.09,EXAMPLE,pumps/valves/control,Y,13200
PM01,3105,12/09/2001,0/1/00,potable water pump not working,WC1,1234.01.10,EXAMPLE,24v lts & power,Z,13300
PM01,3106,26/05/2006,3/06/2006,remove bent drill stem from carousel,WC1,1234.01.11,EXAMPLE,drill rods,X,13400
PM01,3107,26/05/2006,0/1/00,break out tongs damaged,WC1,1234.01.12,EXAMPLE,breakout wrench,Y,13500
PM01,3108,26/05/2006,0/1/00,driveline needs replacing,WC1,1234.01.13,EXAMPLE,driveline - pump drive gearbox rear,Z,13600
PM01,3109,26/05/2006,0/1/00,damaged,WC1,1234.01.14,EXAMPLE,breakout wrench,X,13700
PM01,3110,13/09/2001,13/09/2001,lift hand track is jumping,WC1,1234.01.15,EXAMPLE,track - lh,Y,13800
PM01,3111,13/09/2001,13/09/2001,run hot,WC1,1234.01.16,EXAMPLE,other systems,Z,13900
PM01,3112,13/09/2001,13/09/2001,brakes locked on,WC2,1234.01.17,EXAMPLE,#NAME?,X,14000
PM01,3113,2/06/2006,26/05/2006,replace front jack control cable,WC1,1234.01.18,EXAMPLE,controllers,Y,14100
PM01,3114,9/11/2001,0/1/00,oil leaking l/h side of motor ???,WC1,1234.01.19,EXAMPLE,engine,Z,14200
PM01,3115,27/05/2006,27/05/2006,low air pressure on lube system NA,WC1,1234.01.20,EXAMPLE,grease lube system,X,14300
PM01,3116,13/09/2001,13/09/2001,stem guide spacer rods broken,WC2,1234.02.01,EXAMPLE,#NAME?,Y,14400
PM01,3117,27/05/2006,27/05/2006,head not travelling fully down,WC1,1234.02.02,EXAMPLE,electrical cables/controls,Z,14500
PM01,3118,27/05/2006,27/05/2006,weld crack top boss r/h feed cylinder,WC1,1234.02.03,EXAMPLE,feed cylinder left,X,14600
PM01,3119,27/05/2006,27/05/2006,crack in weld where upper fitting mounts,WC1,1234.02.04,EXAMPLE,carousel rod changer cylinder upper,Y,14700
PM01,3120,28/05/2006,0/1/00,rotary head has oil leak *inspect*,WC1,1234.02.05,EXAMPLE,rotary head motor,Z,14800
PM01,3121,31/05/2006,0/1/00,weld r/h top mast manufacturer30 mount,WC1,1234.02.06,EXAMPLE,communications,X,14900
PM01,3122,31/05/2006,0/1/00,cable tray mounting broken top of mast,WC1,1234.02.07,EXAMPLE,frame,Y,15000
PM01,3123,28/05/2006,0/1/00,fit sampling valve,WC1,1234.02.08,EXAMPLE,oil - engine,Z,15100
PM01,3124,2/06/2006,0/1/00,dipstick tube loose in pto housing,WC1,1234.02.09,EXAMPLE,oil - pump drive main gearbox - front,X,15200
PM01,3125,28/05/2006,0/1/00,proximity switches faulty.,WC1,1234.02.10,EXAMPLE,electrical,Y,15300
PM01,3126,28/05/2006,0/1/00,"reposition proximity switch..,caracel",WC1,1234.02.11,EXAMPLE,electrical,Z,15400
PM01,3127,28/05/2006,0/1/00,weld cracked fitting,WC1,1234.02.12,EXAMPLE,carousel rod changer cylinder upper,X,15500
PM01,3128,10/08/2006,10/08/2006,oil leak h/p return inside cabinet,WC1,1234.02.13,EXAMPLE,hydraulic hoses & lines,Y,15600
PM01,3129,28/05/2006,0/1/00,replace rear acc driveline,WC1,1234.02.14,EXAMPLE,driveline - pump drive gearbox rear,Z,15700
PM01,3130,13/09/2001,18/09/2001,replace hoses,WC1,1234.02.15,EXAMPLE,hydraulics,X,15800
PM01,3131,7/06/2006,0/1/00,aircon/heater thermostat not functioning,WC1,1234.02.16,EXAMPLE,air conditioning system,Y,15900
PM01,3132,29/05/2006,0/1/00,repairs to a/c,WC1,1234.02.17,EXAMPLE,air conditioning system,Z,16000
PM01,3133,29/05/2006,0/1/00,repair and return driveshaft,WC1,1234.02.18,EXAMPLE,driveline - pump drive gearbox rear,X,16100
PM01,3134,29/05/2006,0/1/00,repair and return driveshaft,WC1,1234.02.19,EXAMPLE,driveline - pump drive gearbox front,Y,16200
PM01,3135,29/05/2006,29/05/2006,palfinger motor energising by itself,WC1,1234.02.20,EXAMPLE,lifting equipment,Z,16300
PM01,3136,2/06/2006,2/06/2006,replace aircond. pre cleaner ass.,WC1,1234.02.21,EXAMPLE,air conditioning system,X,16400
PM01,3137,29/05/2006,0/1/00,reweld tri-tronics aerial,WC1,1234.02.22,EXAMPLE,communications,Y,16500
PM01,3138,29/05/2006,1/06/2006,replace/turn top sub saver,WC1,1234.02.23,EXAMPLE,subs/adaptors,Z,16600
PM01,3139,3/06/2006,0/1/00,repairs to mast cable tray,WC1,1234.02.24,EXAMPLE,mast,X,16700
PM01,3140,29/05/2006,29/05/2006,dead man foot pedal playing up,WC1,1234.02.25,EXAMPLE,operators cabin,Y,16800
PM01,3141,13/09/2001,13/09/2001,park brake will not hold,WC2,1234.02.26,EXAMPLE,parking brake,Z,16900
PM01,3142,13/09/2001,13/09/2001,engine wont start,WC1,1234.02.27,EXAMPLE,engine,X,17000
PM01,3143,13/09/2001,13/09/2001,blown hyd hose on loader slide,WC1,1234.02.28,EXAMPLE,hydraulic hoses & lines,Y,17100
PM01,3144,17/09/2001,17/09/2001,depth counter not working,WC1,1234.02.29,EXAMPLE,electrical cables/controls,Z,17200
PM01,3145,14/09/2001,14/09/2001,"mask  won""t lower",WC1,1234.02.30,EXAMPLE,hydraulics,X,17300
PM01,3146,14/09/2001,14/09/2001,won't propel,WC1,1234.02.31,EXAMPLE,hydraulics,Y,17400
PM01,3147,7/06/2006,7/06/2006,replace comp.butterfly cylinder clevis,WC1,1234.02.32,EXAMPLE,air system controls,Z,17500
PM01,3148,7/06/2006,0/1/00,tighten loose r/h growser bolts,WC1,1234.02.33,EXAMPLE,track - rh,X,17600
PM01,3149,30/05/2006,0/1/00,"weld, repair feed cylinder block",WC1,1234.02.34,EXAMPLE,hydraulic hoses and pipes,Y,17700
PM01,3150,30/05/2006,0/1/00,remove rod,WC1,1234.02.35,EXAMPLE,drill rods,Z,17800
PM01,3151,7/06/2006,7/06/2006,reseal minimum pressure valve,WC1,1234.02.36,EXAMPLE,air compressor system,X,17900
PM01,3152,5/06/2006,5/06/2006,leak jumper hose r/h & main fuel tank,WC1,1234.02.37,EXAMPLE,fuel tank,Y,18000
PM01,3153,30/08/2006,2/08/2006,replace no3 r/h track roller,WC1,1234.02.38,EXAMPLE,track rollers - rh,Z,18100
PM01,3154,18/09/2006,0/1/00,reseal or replace top air swivel,WC1,1234.02.39,EXAMPLE,air piping,X,18200
PM01,3155,2/08/2006,0/1/00,timing shaft moved approx 12mm left,WC1,1234.02.40,EXAMPLE,timing shaft,Y,18300
PM01,3156,7/06/2006,7/06/2006,operators top viewer glass cracked,WC1,1234.01.01,EXAMPLE,cab glass,Z,18400
PM01,3157,5/07/2006,0/1/00,palfinger crane breather missing reservi,WC1,1234.01.02,EXAMPLE,frame,X,18500
PM01,3158,30/05/2006,31/05/2006,replace gides,WC1,1234.01.03,EXAMPLE,rotary head guides,Y,18600
PM01,3159,30/05/2006,31/05/2006,replace deck bush seal,WC1,1234.01.04,EXAMPLE,subs/adaptors,Z,18700
PM01,3160,19/07/2006,18/07/2006,replace deck dust seal,WC1,1234.01.05,EXAMPLE,deck,X,18800
PM01,3161,31/05/2006,0/1/00,riped off positioner arm,WC1,1234.01.06,EXAMPLE,pipe positioner arm,Y,18900
PM01,3162,9/06/2006,8/06/2006,fit operators tool box,WC1,1234.01.07,EXAMPLE,manufacturer6 - d40ksl overburden drill,Z,19000
PM01,3163,7/06/2006,0/1/00,fit operators tool box,WC1,1234.01.08,EXAMPLE,manufacturer6 - NA overburden drill,X,19100
PM01,3164,12/07/2006,0/1/00,fit operators tool box,WC1,1234.01.09,EXAMPLE,drill truck mechanical  NA NA,Y,19200
PM01,3165,3/08/2006,0/1/00,fit operators tool box,WC1,1234.01.10,EXAMPLE,drill truck mechanical  d25 ITEM_ID,Z,19300
PM01,3166,16/08/2006,0/1/00,fit operators tool box,WC1,1234.01.11,EXAMPLE,drill truck mechanical  NA NA,X,19400
PM01,3167,5/06/2006,0/1/00,mem to measure walkways,WC1,1234.01.12,EXAMPLE,mast,Y,19500
PM01,3168,6/06/2006,0/1/00,mem to measure walkways,WC1,1234.01.13,EXAMPLE,mast,Z,19600
PM01,3169,5/06/2006,0/1/00,mem to measure walkways,WC1,1234.01.14,EXAMPLE,mast,X,19700
PM01,3170,19/07/2006,0/1/00,mindrill refurbish drill rod,WC1,1234.01.15,EXAMPLE,drill rods,Y,19800
PM01,3171,28/06/2006,0/1/00,replace a/c incab filter,WC1,1234.01.16,EXAMPLE,air conditioning,Z,19900
PM01,3172,5/06/2006,0/1/00,def.deck bush hold bown bar to tight,WC1,1234.01.17,EXAMPLE,drill tools,X,20000
PM01,3173,5/06/2006,0/1/00,def.check down hole air operation,WC1,1234.01.18,EXAMPLE,air system controls,Y,20100
PM01,3174,2/07/2006,0/1/00,def.air-feed-rotation gauges sticking,WC1,1234.01.19,EXAMPLE,operators control console,Z,20200
PM01,3175,6/06/2006,0/1/00,def.auto lube system alarming fault,WC1,1234.01.20,EXAMPLE,grease lube system,X,20300
PM01,3176,12/06/2006,0/1/00,def.safety bypass propel switch u/s,WC1,1234.02.01,EXAMPLE,electrical cables/controls,Y,20400
PM01,3177,6/09/2006,0/1/00,def.air conds still noisy,WC1,1234.02.02,EXAMPLE,air conditioning system,Z,20500
PM01,3178,9/07/2006,0/1/00,def.top wyper missing,WC1,1234.02.03,EXAMPLE,cab glass,X,20600
PM01,3179,5/06/2006,0/1/00,def.door keeps coming open,WC1,1234.02.04,EXAMPLE,operators control console,Y,20700
PM01,3180,28/06/2006,28/06/2006,replace rotary head guides,WC1,1234.02.05,EXAMPLE,rotary guide frame,Z,20800
PM01,3181,1/06/2006,0/1/00,water leak on r/h turbo,WC1,1234.02.06,EXAMPLE,turbocharger right bank,X,20900
PM01,3182,5/07/2006,0/1/00,replace front l/h jack cylinder,WC1,1234.02.07,EXAMPLE,levelling jack cylinder - front left,Y,21000
PM01,3183,14/09/2001,14/09/2001,welded baffle holes,WC1,1234.02.08,EXAMPLE,mast,Z,21100
PM01,3184,1/06/2006,0/1/00,refit encoder chain at top of mast,WC1,1234.02.09,EXAMPLE,mast,X,21200
PM01,3185,2/06/2006,2/06/2006,changeout engine outer air filters ITEM_ID,WC1,1234.02.10,EXAMPLE,induction & exhaust system,Y,21300
PM01,3186,2/06/2006,2/06/2006,changeout engine air filters,WC1,1234.02.11,EXAMPLE,induction & exhaust system,Z,21400
PM01,3187,3/06/2006,0/1/00,replace heater taps,WC1,1234.02.12,EXAMPLE,cooling system,X,21500
PM01,3188,3/06/2006,0/1/00,replace feed over-ride solenoid,WC1,1234.02.13,EXAMPLE,feed controller,Y,21600
PM01,3189,22/09/2001,15/09/2001,head running to top of mast  ( see text,WC1,1234.02.14,EXAMPLE,manufacturer6 - NA overburden drill,Z,21700
PM01,3190,15/09/2001,15/09/2001,wont start   see text,WC1,1234.02.15,EXAMPLE,electrical,X,21800
PM01,3191,2/06/2006,3/06/2006,reposition console 2-way back up battery,WC1,1234.02.16,EXAMPLE,operators control console,Y,21900
PM01,3192,2/06/2006,3/06/2006,carousel alarm intermittent fault ITEM_ID,WC1,1234.02.17,EXAMPLE,carousel,Z,22000
PM01,3193,3/06/2006,3/06/2006,fire suppression alarm going off,WC1,1234.02.18,EXAMPLE,fire suppression system,X,22100
PM01,3194,15/09/2001,15/09/2001,blown hydraulic hose,WC2,1234.02.19,EXAMPLE,#NAME?,Y,22200
PM01,3195,3/06/2006,4/06/2006,replace deck bush & deck seal NA,WC1,1234.02.20,EXAMPLE,deck,Z,22300
PM01,3196,3/06/2006,3/06/2006,adjust rotary head guides,WC1,1234.02.21,EXAMPLE,rotary head guides,X,22400
PM01,3197,3/06/2006,4/06/2006,inspect & adjust pull down chain timimg,WC1,1234.02.22,EXAMPLE,chain feed  pulldown,Y,22500
PM01,3198,3/06/2006,4/06/2006,heat not working,WC1,1234.02.23,EXAMPLE,air conditioning,Z,22600
PM01,3199,4/06/2006,0/1/00,oil filler cap off,WC1,1234.02.24,EXAMPLE,oil - engine,X,22700
PM01,3200,4/06/2006,0/1/00,engine cutting out,WC1,1234.02.25,EXAMPLE,engine,Y,22800
PM01,3201,4/06/2006,4/06/2006,remove 1 drill steel from rack NA,WC1,1234.02.26,EXAMPLE,drill rods,Z,22900
PM01,3202,4/06/2006,4/06/2006,intermittent engine fault,WC1,1234.02.27,EXAMPLE,electronic engine control,X,23000
PM01,3203,30/06/2006,0/1/00,check rotary head crossover hoses,WC1,1234.02.28,EXAMPLE,hydraulic hoses and pipes,Y,23100
PM01,3204,16/09/2001,16/09/2001,lots of water leaking at top of the head,WC1,1234.02.29,EXAMPLE,water injection system,Z,23200
PM01,3205,16/09/2001,16/09/2001,end for end sub,WC1,1234.02.30,EXAMPLE,frame,X,23300
PM01,3206,16/09/2001,23/09/2001,radio reception still very poor,WC1,1234.02.31,EXAMPLE,communications,Y,23400
PM01,3207,5/06/2006,0/1/00,bolts loose,WC1,1234.02.32,EXAMPLE,carousel load/lock cylinder,Z,23500
PM01,3208,16/09/2001,16/09/2001,blown separator cover gasket.,WC1,1234.02.33,EXAMPLE,air/oil separator,X,23600
PM01,3209,16/09/2001,16/09/2001,transmission hose blown,WC2,1234.02.34,EXAMPLE,#NAME?,Y,23700
PM01,3210,5/06/2006,5/06/2006,replace fuel soliniod,WC1,1234.02.35,EXAMPLE,electronic engine control,Z,23800
PM01,3211,5/06/2006,5/06/2006,engine wont crank over,WC1,1234.02.36,EXAMPLE,24v lights,X,23900
PM01,3212,5/06/2006,5/06/2006,flat batteries jump start   completed,WC1,1234.02.37,EXAMPLE,24v lights,Y,24000
PM01,3213,16/09/2001,16/09/2001,console extension falling off.,WC1,1234.02.38,EXAMPLE,operators control console,Z,24100
PM01,3214,16/09/2001,16/09/2001,visually inspect machine components.,WC1,1234.02.39,EXAMPLE,drill truck mechanical  NA NA,X,24200
PM01,3215,14/08/2006,7/06/2006,fit extra mast lacing to r/h side,WC1,1234.02.40,EXAMPLE,mast,Y,24300
PM01,3216,16/09/2001,0/1/00,stem wont break at sub,WC1,1234.01.01,EXAMPLE,manufacturer6 - NA overburden drill,Z,24400
PM01,3217,17/09/2001,17/09/2001,stub not undoing from stem.,WC1,1234.01.02,EXAMPLE,frame,X,24500
PM01,3218,14/06/2006,0/1/00,replace water inject flow divider cart.,WC1,1234.01.03,EXAMPLE,controllers,Y,24600
PM01,3219,14/06/2006,0/1/00,replace grease system pressure switch,WC1,1234.01.04,EXAMPLE,grease lube system,Z,24700
PM01,3220,14/06/2006,0/1/00,replace power step cylinder,WC1,1234.01.05,EXAMPLE,access stairs,X,24800
PM01,3221,6/06/2006,0/1/00,reair a/cond heater,WC1,1234.01.06,EXAMPLE,electrical,Y,24900
PM01,3222,13/06/2006,0/1/00,send mast lock cyl. away for repair,WC1,1234.01.07,EXAMPLE,mast lock cylinders,Z,25000
PM01,3223,7/06/2006,7/06/2006,replace lh front jack pad NA,WC1,1234.01.08,EXAMPLE,levelling jack cylinder - front left,X,25100
PM01,3224,7/06/2006,7/06/2006,lube fault on NA,WC1,1234.01.09,EXAMPLE,grease lube system,Y,25200
PM01,3225,7/06/2006,7/06/2006,replace start soliniods,WC1,1234.01.10,EXAMPLE,24v lights,Z,25300
PM01,3226,7/06/2006,0/1/00,replacement of lamp holder,WC1,1234.01.11,EXAMPLE,lights & power,X,25400
PM01,3227,17/09/2001,0/1/00,access audit repairs,WC2,1234.01.12,EXAMPLE,#NAME?,Y,25500
PM01,3228,17/09/2001,0/1/00,access audit repairs,WC2,1234.01.13,EXAMPLE,#NAME?,Z,25600
PM01,3229,24/07/2006,0/1/00,primepower NA repairs,WC1,1234.01.14,EXAMPLE,electrical,X,25700
PM01,3230,7/06/2006,0/1/00,repair and return palfinger crane,WC1,1234.01.15,EXAMPLE,crane palfinger lh front,Y,25800
PM01,3231,14/08/2006,0/1/00,replace l/h track,WC1,1234.01.16,EXAMPLE,track - lh,Z,25900
PM01,3232,26/06/2006,0/1/00,r/h drive sprocket bolts loose,WC1,1234.01.17,EXAMPLE,sprocket drive - rh,X,26000
PM01,3233,7/06/2006,8/06/2006,monitor track tension & link cracks,WC1,1234.01.18,EXAMPLE,drill truck mechanical  NA NA,Y,26100
PM01,3234,21/06/2006,0/1/00,repair top window keeper on main glass,WC1,1234.01.19,EXAMPLE,drill truck mechanical  NA NA,Z,26200
PM01,3235,7/06/2006,9/06/2006,electronic depth counter not working,WC1,1234.01.20,EXAMPLE,drill truck mechanical  d25 ITEM_ID,X,26300
PM01,3236,10/08/2006,10/08/2006,replace head slides,WC1,1234.02.01,EXAMPLE,rotary head guides,Y,26400
PM01,3237,10/08/2006,0/1/00,cracking on mast at pivot point,WC1,1234.02.02,EXAMPLE,mast,Z,26500
PM01,3238,22/06/2006,22/06/2006,"fit new set stems,sub & deck bush",WC1,1234.02.03,EXAMPLE,drill rods,X,26600
PM01,3239,7/06/2006,0/1/00,replace lampholder on drill 54,WC1,1234.02.04,EXAMPLE,240v power,Y,26700
PM01,3240,24/07/2006,0/1/00,bronken bolt,WC1,1234.02.05,EXAMPLE,rotary head guides,Z,26800
PM01,3241,7/06/2006,0/1/00,replace lamp holder,WC1,1234.02.06,EXAMPLE,240v power,X,26900
PM01,3242,7/06/2006,8/06/2006,repair cracked spider,WC1,1234.02.07,EXAMPLE,carousel,Y,27000
PM01,3243,8/06/2006,8/06/2006,fork needs to be replace,WC1,1234.02.08,EXAMPLE,breakout fork assembly,Z,27100
PM01,3244,17/09/2001,17/09/2001,reweld broken slap wrench,WC1,1234.02.09,EXAMPLE,manufacturer6 - NA overburden drill,X,27200
PM01,3245,8/06/2006,0/1/00,replace deck  rubber,WC1,1234.02.10,EXAMPLE,drill tools,Y,27300
PM01,3246,8/06/2006,0/1/00,broken bolt  cabe side in head slide,WC1,1234.02.11,EXAMPLE,rotary head guides,Z,27400
PM01,3247,17/09/2001,17/09/2001,cylinder anchor pin has fallen out,WC2,1234.02.12,EXAMPLE,mast feed cylinder,X,27500
PM01,3248,8/06/2006,0/1/00,build up breakout fork,WC1,1234.02.13,EXAMPLE,breakout fork assembly,Y,27600
PM01,3249,8/06/2006,0/1/00,limits playing up,WC1,1234.02.14,EXAMPLE,electrical,Z,27700
PM01,3250,8/06/2006,0/1/00,pull down control to be checked,WC1,1234.02.15,EXAMPLE,electrical,X,27800
PM01,3251,8/06/2006,14/06/2006,finish off electrical drawings & limits,WC1,1234.02.16,EXAMPLE,drill truck mechanical  NA NA,Y,27900
PM01,3252,18/10/2006,0/1/00,grs labour 7&8/6/06 ITEM_ID,WC1,1234.02.17,EXAMPLE,manufacturer6 - NA overburden drill,Z,28000
PM01,3253,8/06/2006,8/06/2006,welded sub saver,WC1,1234.02.18,EXAMPLE,subs/adaptors,X,28100
PM01,3254,8/06/2006,0/1/00,lube fault on NA gaskel,WC1,1234.02.19,EXAMPLE,grease lube system,Y,28200
PM01,3255,9/06/2006,0/1/00,enweld ITEM_ID repairs,WC1,1234.02.20,EXAMPLE,drill truck mechanical  d25 ITEM_ID,Z,28300
PM01,3256,24/07/2006,0/1/00,enweld ITEM_ID repairs,WC1,1234.02.21,EXAMPLE,drill truck mechanical  model1 NA,X,28400
PM01,3257,9/06/2006,0/1/00,scv ITEM_ID repairs,WC1,1234.02.22,EXAMPLE,manufacturer6 - NA overburden drill,Y,28500
PM01,3258,9/06/2006,9/06/2006,repair mast loader alarms,WC1,1234.02.23,EXAMPLE,protection devices & alarms,Z,28600
PM01,3259,9/06/2006,9/06/2006,repair oil leak on reciever tank,WC1,1234.02.24,EXAMPLE,air compressor system,X,28700
PM01,3260,10/06/2006,10/06/2006,check that rotaition motors are balanced,WC1,1234.02.25,EXAMPLE,rotary head motors,Y,28800
PM01,3261,10/06/2006,10/06/2006,adjust main pump pressures,WC1,1234.02.26,EXAMPLE,hydraulic pumps,Z,28900
PM01,3262,10/06/2006,10/06/2006,adjust power step control,WC1,1234.02.27,EXAMPLE,access stairs,X,29000
PM01,3263,9/06/2006,9/06/2006,fit one extra drill rod,WC1,1234.02.28,EXAMPLE,drill rods,Y,29100
PM01,3264,9/06/2006,0/1/00,turn sub,WC1,1234.02.29,EXAMPLE,subs/adaptors,Z,29200
PM01,3265,9/06/2006,9/06/2006,needs a jump start,WC1,1234.02.30,EXAMPLE,starting system,X,29300
PM01,3266,18/09/2001,18/09/2001,hoist bolting when lifting head empty,WC1,1234.02.31,EXAMPLE,mast feed cylinders,Y,29400
PM01,3267,9/06/2006,9/06/2006,repair mast loader alarm,WC1,1234.02.32,EXAMPLE,protection devices & alarms,Z,29500
PM01,3268,9/06/2006,0/1/00,light out,WC1,1234.02.33,EXAMPLE,24v lighting,X,29600
PM01,3269,9/06/2006,10/06/2006,blown hose,WC1,1234.02.34,EXAMPLE,oil - hydraulic,Y,29700
PM01,3270,9/06/2006,0/1/00,cab door opening,WC1,1234.02.35,EXAMPLE,seat assembly,Z,29800
PM01,3271,10/06/2006,0/1/00,manufacturer24 hose replacement,WC1,1234.02.36,EXAMPLE,hydraulic hoses and pipes,X,29900
PM01,3272,10/06/2006,10/06/2006,c/o auto-tong dies,WC1,1234.02.37,EXAMPLE,drill truck mechanical  NA NA,Y,30000
PM01,3273,10/06/2006,10/06/2006,rods seized,WC1,1234.02.38,EXAMPLE,drill bit,Z,30100
PM01,3274,10/06/2006,10/06/2006,replace broken lock pin,WC1,1234.02.39,EXAMPLE,carousel load/index cylinder,X,30200
PM01,3275,10/06/2006,10/06/2006,weld sub,WC1,1234.02.40,EXAMPLE,subs/adaptors,Y,30300
PM01,3276,10/06/2006,10/06/2006,hyd.filter alarm,WC1,1234.01.01,EXAMPLE,oil - hydraulic,Z,30400
